problem_index,Anytime 1.25-A*,Anytime 1.5-A*,Anytime 2-A*,Anytime A*
"10,6,2,9,3,14,8,4,1,11,0,12,5,7,13,15",0.7784566143527627,0.4099260661751032,0.5636773388832808,16.769436549395323
"1,3,13,9,5,12,7,4,10,15,8,14,11,6,2,0",41.54960290156305,18.7604713505134,1.948838755488396,474.40260262973607
"3,4,0,6,9,10,8,1,13,11,5,7,14,12,15,2",2.7575179170817137,10.572873116470872,11.15060760639608,8.31387259811163
"3,13,0,6,4,15,5,11,9,7,1,12,2,14,10,8",,209.47953584697095,3.485741086304188,
"10,11,1,9,2,12,4,3,0,7,5,6,8,13,15,14",218.3256852356717,157.10924819204956,4.538916369900107,1841.0139064705
"2,5,3,4,8,9,0,1,11,12,13,14,6,15,7,10",47.98084668070078,11.881980805657804,2.1066451407969,1594.783651585691
"3,10,11,0,2,14,8,5,1,12,7,15,4,6,9,13",121.23458031192422,11.475430256687105,5.97666628099978,
"14,13,15,7,4,2,12,6,1,10,5,3,0,9,8,11",26.684424616396427,6.815197265706956,17.034469079226255,1129.9723507696765
"8,15,4,1,10,6,0,5,2,3,9,12,11,7,13,14",1253.9705338748172,137.2906131669879,8.400863568298519,
"7,13,15,10,8,0,2,1,4,9,5,6,12,11,14,3",507.5487351352349,15.318143513053656,7.34652291983366,
"4,8,13,9,3,5,7,14,15,0,6,2,1,10,11,12",17.88196136057377,14.969041336327791,71.05462993681431,
"13,9,4,14,1,3,8,7,11,6,15,12,0,2,5,10",16.224799291230738,8.284833648242056,4.874440059997141,343.86951509676874
"10,1,6,0,12,5,3,4,8,9,7,13,11,14,2,15",35.839703192934394,30.83174632769078,19.04474801383913,234.4435211699456
"2,7,4,0,5,14,12,10,6,9,8,3,15,13,11,1",418.5356994895265,72.8149646949023,3.8385268468409777,
"11,4,13,10,7,3,8,12,2,5,15,9,1,14,6,0",26.55573043692857,3.055915110744536,7.886119362898171,240.9334921790287
"15,4,9,13,14,10,2,1,12,6,5,8,11,7,3,0",2003.9801547480747,412.0591934742406,37.84482732322067,
"1,9,15,13,6,0,8,10,4,11,5,3,12,2,7,14",,281.65062418207526,4.91465562582016,
"6,10,7,3,15,12,8,2,1,9,4,5,0,14,11,13",966.1125311395152,177.05550700519234,51.32843128405512,
"12,14,10,6,3,7,9,0,8,1,13,2,15,4,11,5",192.05854251235723,231.1079928260297,51.454221438616514,
"0,12,3,11,5,4,13,6,15,14,9,2,7,8,10,1",926.7699650432914,131.8493221355602,4.304904601536691,
"14,9,4,2,15,8,6,10,3,1,5,11,7,0,13,12",293.9447451066226,81.23926085419953,0.9301694585010408,
"2,12,6,3,0,13,5,10,4,11,15,9,8,1,7,14",227.1392606832087,22.342306782491505,19.87013578601181,
"8,12,3,1,15,4,14,10,2,6,11,7,9,0,13,5",2396.3036271361634,554.0153091065586,39.246821268461645,
"3,13,10,5,6,1,15,14,7,8,4,9,11,12,0,2",2.3384665325284004,5.636557746678591,92.38683884590864,531.34957578592
"15,2,13,12,1,11,14,10,5,3,8,4,6,7,0,9",1155.1693757399917,548.624668396078,127.35801006667316,
"1,6,10,0,9,11,4,15,5,12,7,14,3,8,2,13",3.541314546018839,1.4652669318020344,4.982208177447319,59.36492863483727
"11,0,9,3,1,2,12,6,10,13,5,14,15,7,8,4",7.858745535835624,1.0875350600108504,1.4587972424924374,50.93215218093246
"4,7,5,13,12,15,2,1,3,14,9,8,10,11,6,0",2266.9221492689103,178.65046856272966,20.410253991372883,
"9,2,0,12,1,6,13,10,4,5,11,8,15,14,3,7",215.6683450266719,37.62176677491516,35.37529788259417,
"14,15,13,8,4,11,7,0,5,1,2,9,3,12,6,10",91.64615088514984,39.38780683465302,80.97742459457368,
"13,4,10,8,2,15,1,9,11,3,12,0,5,14,7,6",44.10637369193137,1.4085057964548469,11.835903491824864,1445.474418693222
"11,6,7,15,12,5,9,4,3,2,13,8,1,10,14,0",436.7380110165104,129.675102930516,4.158722263760865,3426.041585169733
"1,11,4,2,0,15,14,3,9,7,10,13,8,6,5,12",195.92400464601812,8.081903457641602,0.906233761459589,568.7975796107203
"13,5,3,2,7,11,10,15,4,6,8,14,12,0,1,9",1489.559715053998,67.77415409404784,51.32728508580476,
"15,6,14,0,2,7,3,8,1,9,4,10,12,13,5,11",66.93164811376482,6.360007807612419,2.088117730803788,2321.9806455746293
"12,10,4,13,1,6,7,5,3,11,8,2,9,0,15,14",235.5802379641682,5.372676117345691,9.737013396807017,3019.7734099095687
"1,5,14,3,11,8,12,13,9,4,0,7,15,2,10,6",92.28690966125578,20.075885507278144,17.095671081915498,
"4,11,15,1,8,10,0,12,6,14,3,13,7,5,2,9",701.3409148519859,165.60637297760695,13.115607635118067,
"3,11,5,4,12,6,2,8,13,15,1,7,10,9,14,0",458.4973460072652,111.86936829704791,4.183245142921805,1354.319855059497
"6,3,7,10,11,2,15,4,0,9,1,14,5,8,13,12",29.598545535467565,8.611582579091191,1.4483452839776874,287.8976474404335
"2,10,0,12,8,6,9,1,13,7,3,15,5,4,14,11",179.1527719134465,22.20673151127994,1.763870351947844,
"12,3,8,5,7,1,6,0,9,10,11,14,4,13,15,2",85.91031750757247,16.111696646548808,5.025680512189865,
"0,9,5,11,6,1,10,14,12,15,7,2,13,3,4,8",75.89302517380565,24.135408815927804,5.630571849644184,1840.2686109077185
"12,5,13,8,0,7,11,9,1,4,6,2,3,15,10,14",,87.04053846094757,8.329472203738987,
"13,8,15,2,6,14,7,5,0,1,4,10,3,12,9,11",93.68450345937163,29.928254831582308,8.991962911561131,2662.73584138602
"0,14,12,2,13,1,3,4,9,8,7,6,10,5,15,11",43.99283988215029,10.999252125620842,10.695666768588126,524.9947897130623
"14,4,13,3,12,1,8,2,7,0,10,6,11,15,9,5",687.3073091795668,247.361598062329,17.16148838493973,
"12,13,1,9,2,7,10,8,0,11,5,15,3,14,6,4",,396.6104277642444,19.65864699240774,
"4,15,14,3,8,6,0,1,13,5,2,12,10,11,7,9",1362.1792761906981,198.70681188069284,35.201115814968944,
"5,15,8,12,14,0,3,1,6,4,7,10,13,11,9,2",188.68204569350928,27.54802046250552,12.724253338761628,2861.999517100863
"0,7,10,3,14,5,6,8,4,11,2,9,13,1,15,12",282.92903347779065,130.54918166529387,34.76999274734408,1609.4828691352159
"12,4,6,7,11,8,15,1,10,9,13,0,3,2,14,5",499.75103431381285,96.305325884372,44.48206937778741,
"0,12,2,9,3,1,11,6,5,7,8,10,15,14,4,13",,1606.541269093752,35.67080727685243,
"13,12,1,6,8,15,3,2,10,11,0,4,14,5,7,9",6.025469472631812,0.5954524511471391,1.0156561993062496,355.7200846206397
"2,10,13,0,12,1,3,9,4,7,6,5,15,8,11,14",882.8636551089585,47.61686443910003,20.906165930442512,
"12,11,7,6,15,2,0,4,3,5,10,14,13,8,1,9",388.5147556429729,6.136669213883579,14.094065526500344,
"12,11,14,15,2,4,5,9,10,8,6,13,3,0,1,7",248.51386357005686,280.2237056354061,31.65265115350485,
"6,1,15,14,8,12,0,4,3,5,11,2,13,9,10,7",66.62860352359712,27.585987459868193,1.6866578152403235,779.1071030944586
"13,0,7,12,4,14,6,10,9,8,2,3,11,1,5,15",501.2793786274269,73.34161625429988,13.457560896873474,
"5,14,13,2,4,11,8,0,10,3,7,9,6,1,12,15",1663.2673168871552,941.7780231656507,69.14250490348786,
"14,0,11,10,15,7,4,2,5,8,13,12,9,1,6,3",733.4548696093261,101.13691495545208,141.65254617948085,
"3,0,14,4,10,13,11,12,1,2,9,6,15,5,8,7",34.34929119795561,14.166269578970969,3.1254786513745785,764.9136698106304
"1,2,4,15,11,14,10,6,8,0,13,5,7,3,12,9",105.82795183546841,21.00692078191787,10.304972779005766,2361.6496627693996
"6,14,7,4,2,5,8,1,13,11,0,12,15,10,9,3",222.3906173221767,175.2359518269077,62.86762449052185,264.8104028655216
"4,1,3,7,14,15,12,9,2,13,6,8,10,0,5,11",320.97581497300416,57.78162091597915,13.789916830137372,2593.804001947865
"7,2,12,0,11,5,4,3,13,10,1,8,9,6,14,15",28.364507325924933,12.234573548659682,5.418697097338736,32.702714467421174
"9,4,13,7,0,10,12,5,15,6,3,14,11,1,8,2",1058.5546641713008,121.17869751527905,1.5971344290301204,
"7,14,15,3,4,9,10,12,1,5,0,13,11,2,8,6",434.9629804678261,105.10637260787189,39.877339852042496,
"15,4,1,6,2,12,5,11,8,13,10,9,7,14,3,0",602.0842661503702,40.99161874316633,5.908680664375424,
"12,9,7,1,13,3,10,6,4,15,14,5,8,0,2,11",849.2283045127988,78.46164568979293,34.21829887200147,
"13,1,14,9,3,12,0,7,6,10,5,4,8,15,2,11",230.44351778458804,4.6383787440136075,22.664848405867815,
"2,1,15,0,3,13,8,5,14,12,4,6,9,10,11,7",633.9680604375899,209.74637686647475,31.362780773080885,1071.0759165193886
"15,10,3,8,0,11,12,7,6,2,5,9,13,1,14,4",,439.18357395567,69.19970262143761,
"13,9,5,7,12,2,15,8,4,1,14,6,10,3,0,11",4.210079791024327,2.3487992137670517,12.44570237211883,336.0892528211698
"8,13,2,5,0,1,9,10,11,12,4,14,3,7,15,6",148.35283735208213,7.5956431701779366,2.748164006508887,
"6,0,13,15,3,1,11,10,4,9,5,2,7,12,14,8",440.60325445700437,11.47833447996527,1.5679207434877753,
"11,6,0,15,4,1,3,7,14,12,10,9,2,8,5,13",780.3087779441848,57.929688388481736,5.844670571386814,4314.37008571811
"6,3,11,2,14,5,9,0,12,15,10,4,8,1,13,7",19.910371172241867,5.355041400529444,2.940674568526447,289.4219723055139
"10,0,15,11,13,1,2,7,12,14,8,3,5,4,9,6",67.21219800785184,7.437186857685447,2.579298259690404,769.3142695734277
"2,11,0,10,9,12,15,8,7,5,6,4,1,3,14,13",,1311.0155626824126,287.62940024305135,
